employee_id,posting_id,last_process
a00000113,"",""
a00000114,51692990,면접
a00000114,51508512,서류
a00000114,51536415,실무면접
a00000115,"",""
a00000116,51765704,1차면접
a00000116,51689865,서류
a00013040,51754012,1차면접
a00013040,51723762,서류
a00013040,51582268,처우협의
a00013041,51746538,면접
a00013041,51722245,처우협의
a00013041,51742259,서류
a00013041,51689833,1차면접
a00013042,"",""
a00000117,"",""
a00000121,"",""
a00011970,51688188,서류
a00011970,51577592,서류
a00011970,51755243,처우협의
a00011970,51755248,서류
a00000122,51613348,임원면접
a00000122,51627364,서류
a00000122,51687402,서류
a00000137,51501800,서류
a00000137,51729977,임원면접
a00000137,51730016,처우협의
a00000137,51693674,처우협의
a00000123,51592175,면접
a00000123,51710650,면접
a00000124,"",""
a00011848,51603787,서류
a00013043,"",""
a00013044,"",""
a00013045,"",""
a00013046,51691554,처우협의
a00013046,51722245,1차면접
a00013046,51562472,서류
a00013046,51702627,임원면접
a00013046,51592372,처우협의
a00003354,51768825,서류
a00003354,51744358,코딩테스트
a00003354,51647406,인적성검사
a00003354,51682876,서류
a00000125,51730005,서류
a00000125,51631757,실무면접
a00000125,51561446,서류
a00000125,51629406,서류
a00000125,51582916,서류
a00005259,51734474,면접
a00005259,51691752,서류
a00005259,51667139,처우협의
a00007482,51686642,처우협의
a00007482,51617193,1차면접
a00007482,51529962,처우협의
a00007482,51756584,서류
a00000750,"",""
a00000127,51702591,임원면접
a00000127,51746093,처우협의
a00000127,51589533,서류
a00000127,51552111,서류
a00000127,51521637,서류
a00011803,51580000,처우협의
a00011803,51781050,처우협의
a00000153,51733790,서류
a00000153,51750873,면접
a00000153,51744900,실무면접
a00000153,51750877,처우협의
a00013047,51758587,실무면접
a00013047,51629433,임원면접
a00013047,51559841,1차면접
a00013047,51563540,서류
a00013048,"",""
a00011823,51648732,처우협의
a00011823,51630571,면접
a00011823,51735674,1차면접
a00011795,"",""
a00011971,"",""
a00011972,51686665,서류
a00011972,51547566,2차면접
a00011972,51680368,면접
a00011973,51617458,서류
a00011796,51557894,면접
a00011710,51582427,임원면접
a00011710,51690919,임원면접
a00001997,51710277,처우협의
a00001997,51628298,처우협의
a00000129,51629373,실무면접
a00000129,51568251,처우협의
a00000129,51755061,처우협의
a00000129,51691553,서류
a00011821,51475976,코딩테스트
a00011821,51617193,1차면접
a00013049,51459381,면접
a00013049,51745730,처우협의
a00013049,51630779,면접
a00013049,51680350,서류
a00013049,51630760,서류
a00011918,51705692,서류
a00011918,51647962,면접
a00011918,51691255,1차면접
a00011918,51744324,서류
a00011918,51757114,처우협의
a00000164,51475976,서류
a00000164,51639819,처우협의
a00000337,51669645,처우협의
a00000337,51692098,면접
a00000337,51733798,인적성검사
a00000337,51741727,면접
a00002265,51680350,서류
a00002265,51729815,면접
a00011797,51742090,처우협의
a00011797,51746526,면접
a00011797,51693825,서류
a00011797,51475990,임원면접
a00011797,51704421,서류
a00000130,51721482,처우협의
a00000130,51659166,서류
a00000131,51708120,2차면접
a00000131,51476088,처우협의
a00000131,51753320,서류
a00000259,"",""
a00002319,51768605,처우협의
a00002319,51593385,실무면접
a00002319,51782679,실무면접
a00002319,51581375,처우협의
a00002204,51721853,면접
a00002204,51582715,코딩테스트
a00000154,51644441,처우협의
a00000154,51691920,면접
a00000154,51628591,2차면접
a00000154,51608378,면접
a00000140,"",""
a00000859,51687105,면접
a00000132,51645467,처우협의
a00000132,51656970,실무면접
a00000132,51781042,처우협의
a00000132,51667139,1차면접
a00000133,51765704,1차면접
a00000133,51729977,서류
a00000133,51538880,면접
a00000133,51689610,임원면접
a00000134,51645721,1차면접
a00000134,51686572,처우협의
a00000134,51716476,임원면접
a00000135,51704288,면접
a00000135,51628767,면접
a00000135,51560682,처우협의
a00000135,51592945,2차면접
a00000136,51564197,서류
a00000136,51640594,서류
a00000136,51704288,처우협의
a00000136,51689594,임원면접
a00011974,"",""
a00011975,51560652,서류
a00011975,51746105,처우협의
a00011975,51704288,처우협의
a00011975,51592945,서류
a00012845,51629373,임원면접
a00012845,51669689,서류
a00000142,51710408,서류
a00000142,51734427,서류
a00000142,51603787,처우협의
a00000142,51706743,서류
a00011633,51731100,면접
a00011633,51462215,처우협의
a00000150,51557878,서류
a00000150,51730027,임원면접
a00000150,51730053,임원면접
a00000150,51765709,면접
a00000150,51562312,2차면접
a00000138,51710769,면접
a00000138,51729977,임원면접
a00000138,51710322,서류
a00000138,51716476,서류
a00000138,51668703,서류
a00000152,51710616,처우협의
a00000152,51704621,처우협의
a00000152,51533842,면접
a00000152,51627629,서류
a00000152,51521047,1차면접
a00011812,51723642,1차면접
a00011812,51709885,처우협의
a00011812,51741617,서류
a00000205,51692990,면접
a00000205,51757876,처우협의
a00000205,51756876,서류
a00000205,51573318,2차면접
a00000205,51658594,2차면접
a00000139,"",""
a00000141,"",""
a00000143,51734519,면접
a00000143,51686610,처우협의
a00000143,51583650,서류
a00000143,51689813,서류
a00000143,51756915,처우협의
a00000145,51579869,2차면접
a00000145,51659122,서류
a00000146,51552132,서류
a00000146,51576445,서류
a00000146,51536415,서류
a00000146,51782578,서류
a00000146,51583665,면접
a00000147,51593488,실무면접
a00011816,51708120,1차면접
a00011816,51753320,처우협의
a00011816,51687105,면접
a00011976,51708210,임원면접
a00000148,51592372,실무면접
a00000356,"",""
a00000156,"",""
a00000149,51656481,2차면접
a00001732,51708954,처우협의
a00000355,"",""
a00000151,51630779,서류
a00000155,51582427,임원면접
a00011977,51629223,처우협의
a00011977,51744641,서류
a00000323,51603705,처우협의
a00000323,51645467,2차면접
a00000323,51710359,서류
a00000323,51657316,서류
a00000323,51710762,서류
a00000157,51653619,서류
a00000158,51628317,처우협의
a00000158,51465177,1차면접
a00000158,51723344,실무면접
a00000159,51580080,실무면접
a00000159,51581375,처우협의
a00000159,51702631,면접
a00000159,51716476,서류
a00000159,51614797,2차면접
a00012156,51582438,서류
a00012156,51582427,서류
a00012156,51639819,처우협의
a00012156,51735473,면접
a00012156,51735458,서류
a00012157,51782679,서류
a00012157,51708942,처우협의
a00003239,51601747,면접
a00003239,51729318,임원면접
a00003239,51735692,면접
a00003239,51767995,서류
a00006638,51729870,서류
a00006638,51691345,임원면접
a00000918,51741568,면접
a00000918,51689865,처우협의
a00000918,51677227,처우협의
a00000359,"",""
a00000160,51704621,처우협의
a00000160,51693674,서류
a00000161,"",""
a00000162,51711226,면접
a00000648,"",""
a00000163,51767984,실무면접
a00000163,51601612,서류
a00000163,51563053,서류
a00000163,51667876,처우협의
a00000165,51730005,서류
a00000165,51710499,서류
a00000165,51754046,서류
a00000165,51658594,2차면접
a00000166,51579705,인적성검사
a00000166,51691731,서류
a00000166,51766861,실무면접
a00000166,51747587,서류
a00011978,51538442,처우협의
a00011978,51782687,실무면접
a00011978,51539875,서류
a00011979,51502413,1차면접
a00011979,51579705,인적성검사
a00011979,51716476,임원면접
a00011979,51710408,면접
a00000167,51750873,면접
a00000167,51733790,서류
a00000167,51475990,임원면접
a00000167,51670598,서류
a00000167,51587964,1차면접
a00000191,51626202,서류
a00000191,51559806,서류
a00000191,51671217,서류
a00000191,51704288,서류
a00011742,51765709,처우협의
a00011742,51475976,임원면접
a00011742,51735458,면접
a00000315,"",""
a00000258,51562472,인적성검사
a00011825,51767525,서류
a00011825,51559340,면접
a00011825,51708942,1차면접
a00011825,51629223,처우협의
a00000491,51524521,처우협의
a00000491,51692047,처우협의
a00000491,51671670,서류
a00000491,51615322,서류
a00011807,51668324,1차면접
a00011807,51687740,면접
a00000176,"",""
a00000168,"",""
a00000180,51552111,1차면접
a00000180,51686215,서류
a00000180,51626165,처우협의
a00000180,51669993,실무면접
a00000186,"",""
a00000169,51731213,2차면접
a00000169,51539875,1차면접
a00000169,51757029,처우협의
a00000169,51772254,면접
a00000169,51541611,실무면접
