company_name_s,skills_current,user_count,total_users,user_pct
(유)로지소프트,OAuth2,2,25,8
(유)로지소프트,OLAP,1,25,4
(유)로지소프트,OpenAPI,3,25,12
(유)로지소프트,OpenStack,1,25,4
(유)로지소프트,Oracle,2,25,8
(유)로지소프트,PHP,2,25,8
(유)로지소프트,PostgreSQL,1,25,4
(유)로지소프트,Prometheus,1,25,4
(유)로지소프트,Pulumi,1,25,4
(유)로지소프트,PyTorch,3,25,12
(유)로지소프트,Python,4,25,16
(유)로지소프트,QA,2,25,8
(유)로지소프트,QueryDSL,1,25,4
(유)로지소프트,R Language,1,25,4
(유)로지소프트,RDB,1,25,4
(유)로지소프트,REST API,1,25,4
(유)로지소프트,RPA,1,25,4
(유)로지소프트,RabbitMQ,1,25,4
(유)로지소프트,Rails,3,25,12
(유)로지소프트,React,1,25,4
(유)로지소프트,React Canvas,4,25,16
(유)로지소프트,React.js Boilerplate,1,25,4
(유)로지소프트,Recoil,2,25,8
(유)로지소프트,Redis,1,25,4
(유)로지소프트,Refactor.io,2,25,8
(유)로지소프트,SAP,2,25,8
(유)로지소프트,SQLAlchemy,3,25,12
(유)로지소프트,SW,1,25,4
(유)로지소프트,ScrapingBot,3,25,12
(유)로지소프트,Selenium,1,25,4
(유)로지소프트,Sequelize,1,25,4
(유)로지소프트,Shell,2,25,8
(유)로지소프트,Snort,1,25,4
(유)로지소프트,Solidity,1,25,4
(유)로지소프트,Spring Batch,3,25,12
(유)로지소프트,Spring Data JPA,1,25,4
(유)로지소프트,Spring Framework,3,25,12
(유)로지소프트,Spring MVC,2,25,8
(유)로지소프트,Spring Security,1,25,4
(유)로지소프트,Swagger UI,1,25,4
(유)로지소프트,Terraform,2,25,8
(유)로지소프트,Tibero,1,25,4
(유)로지소프트,TortoiseSVN,1,25,4
(유)로지소프트,Travis CI,1,25,4
(유)로지소프트,TypeORM,1,25,4
(유)로지소프트,Ubuntu,1,25,4
(유)로지소프트,Unreal Engine,1,25,4
(유)로지소프트,VPN,2,25,8
(유)로지소프트,Vercel,2,25,8
(유)로지소프트,Vite,1,25,4
(유)로지소프트,Vue.js,1,25,4
(유)로지소프트,WebSocket,1,25,4
(유)로지소프트,Windows,1,25,4
(유)로지소프트,Windows Terminal,3,25,12
(유)로지소프트,XML,1,25,4
(유)로지소프트,Xcode,2,25,8
(유)로지소프트,iOS,3,25,12
(유)로지소프트,notion.so,2,25,8
(주)10가트,AAC,1,4,25
(주)10가트,ARM,1,4,25
(주)10가트,ASIC,2,4,50
(주)10가트,Azure DevOps,1,4,25
(주)10가트,Bootsnap,1,4,25
(주)10가트,CUDA,1,4,25
(주)10가트,Circuit design,1,4,25
(주)10가트,Cisco ISE,1,4,25
(주)10가트,Coroutine,1,4,25
(주)10가트,ES6,1,4,25
(주)10가트,Eclipse,1,4,25
(주)10가트,Embedded Linux,1,4,25
(주)10가트,FW,1,4,25
(주)10가트,Linux,1,4,25
(주)10가트,MATLAB,1,4,25
(주)10가트,MQTT,1,4,25
(주)10가트,Mfc,1,4,25
(주)10가트,OpenCV,1,4,25
(주)10가트,Pads,1,4,25
(주)10가트,PyTorch,1,4,25
(주)10가트,Qt,1,4,25
(주)10가트,RF,1,4,25
(주)10가트,RTOS,1,4,25
(주)10가트,SMPS,1,4,25
(주)10가트,SQL,2,4,50
(주)10가트,Shell,1,4,25
(주)10가트,Spring Boot,1,4,25
(주)10가트,TCP/IP,1,4,25
(주)10가트,TensorFlow,1,4,25
(주)10가트,VHDL,1,4,25
(주)10가트,Visual Studio Code,1,4,25
(주)10가트,WebAssembly,1,4,25
(주)그리드큐어,AR,1,3,33
(주)그리드큐어,ASIC,2,3,66
(주)그리드큐어,AWS,1,3,33
(주)그리드큐어,AZURE,1,3,33
(주)그리드큐어,C,1,3,33
(주)그리드큐어,C#,1,3,33
(주)그리드큐어,Confluence,1,3,33
(주)그리드큐어,Debian,1,3,33
(주)그리드큐어,DeepLearning,1,3,33
(주)그리드큐어,FPGA,1,3,33
(주)그리드큐어,Flow,1,3,33
(주)그리드큐어,Git,1,3,33
(주)그리드큐어,Mfc,1,3,33
(주)그리드큐어,OpenGL,1,3,33
(주)그리드큐어,OpenStack,1,3,33
(주)그리드큐어,Perl,1,3,33
(주)그리드큐어,QA,2,3,66
(주)그리드큐어,RF,1,3,33
(주)그리드큐어,SMPS,1,3,33
(주)그리드큐어,Selenium,1,3,33
(주)그리드큐어,TCP/IP,1,3,33
(주)그리드큐어,TensorFlow,1,3,33
(주)그리드큐어,Ubuntu,1,3,33
(주)그리드큐어,VR,1,3,33
(주)그리드큐어,WPF,1,3,33
(주)그리드큐어,Windows,1,3,33
(주)그리드큐어,Zephyr,2,3,66
(주)그리드큐어,labview,1,3,33
(주)글로벌시스템스,.NET,2,48,4
(주)글로벌시스템스,3D Rendering,2,48,4
(주)글로벌시스템스,AI/인공지능,2,48,4
(주)글로벌시스템스,AR,3,48,6
(주)글로벌시스템스,ARM,5,48,10
(주)글로벌시스템스,ASIC,4,48,8
(주)글로벌시스템스,AWS,1,48,2
(주)글로벌시스템스,AWS Lambda,1,48,2
(주)글로벌시스템스,AWS WAF,1,48,2
(주)글로벌시스템스,AZURE,4,48,8
(주)글로벌시스템스,Adobe Target,1,48,2
(주)글로벌시스템스,Airflow,3,48,6
(주)글로벌시스템스,Amazon API Gateway,2,48,4
(주)글로벌시스템스,Amazon Athena,1,48,2
(주)글로벌시스템스,Amazon DynamoDB,2,48,4
(주)글로벌시스템스,Analog,1,48,2
(주)글로벌시스템스,Android OS,1,48,2
(주)글로벌시스템스,Ansible,3,48,6
(주)글로벌시스템스,Apache Flink,3,48,6
(주)글로벌시스템스,Apache JMeter,1,48,2
(주)글로벌시스템스,Apache Tomcat,2,48,4
(주)글로벌시스템스,Appium,1,48,2
(주)글로벌시스템스,Autocad,1,48,2
(주)글로벌시스템스,Azure Application Insights,1,48,2
(주)글로벌시스템스,Azure DevOps,4,48,8
(주)글로벌시스템스,BigData,1,48,2
(주)글로벌시스템스,Blazor,2,48,4
(주)글로벌시스템스,Blockchain,3,48,6
(주)글로벌시스템스,C,1,48,2
(주)글로벌시스템스,C lang,1,48,2
(주)글로벌시스템스,C#,2,48,4
(주)글로벌시스템스,C++,1,48,2
(주)글로벌시스템스,CISA,1,48,2
(주)글로벌시스템스,CMake,1,48,2
(주)글로벌시스템스,CUDA,2,48,4
(주)글로벌시스템스,Ccie,2,48,4
(주)글로벌시스템스,CentOS,1,48,2
(주)글로벌시스템스,Citrix Gateway,1,48,2
(주)글로벌시스템스,Confluence,1,48,2
(주)글로벌시스템스,Coqui TTS,3,48,6
(주)글로벌시스템스,CrewAI,2,48,4
(주)글로벌시스템스,DB,1,48,2
(주)글로벌시스템스,DC/OS,2,48,4
(주)글로벌시스템스,DVC,3,48,6
(주)글로벌시스템스,Debian,4,48,8
(주)글로벌시스템스,DeepLearning,2,48,4
(주)글로벌시스템스,DirectX,2,48,4
(주)글로벌시스템스,Django,1,48,2
(주)글로벌시스템스,Django REST framework,1,48,2
(주)글로벌시스템스,Docker,2,48,4
(주)글로벌시스템스,Druid,2,48,4
(주)글로벌시스템스,ELK,1,48,2
(주)글로벌시스템스,Electron,4,48,8
(주)글로벌시스템스,Embedded Linux,2,48,4
(주)글로벌시스템스,Emotion,2,48,4
(주)글로벌시스템스,Etl,4,48,8
(주)글로벌시스템스,FFMPEG,3,48,6
(주)글로벌시스템스,FPGA,4,48,8
(주)글로벌시스템스,FastAPI,4,48,8
(주)글로벌시스템스,Firebase,1,48,2
(주)글로벌시스템스,Flask,4,48,8
(주)글로벌시스템스,Flutter,2,48,4
(주)글로벌시스템스,Flux,4,48,8
(주)글로벌시스템스,GCP,3,48,6
(주)글로벌시스템스,GNU Bash,5,48,10
(주)글로벌시스템스,GUI,1,48,2
(주)글로벌시스템스,Git,4,48,8
(주)글로벌시스템스,GitHub,2,48,4
(주)긴트,C++,3,35,8
(주)글로벌시스템스,Go,3,48,6
(주)글로벌시스템스,Google Analytics,3,48,6
(주)글로벌시스템스,Google App Engine,4,48,8
(주)글로벌시스템스,Google Cloud Platform,2,48,4
(주)글로벌시스템스,Google Docs,3,48,6
(주)글로벌시스템스,Grafana,2,48,4
(주)글로벌시스템스,GraphicsMagick,4,48,8
(주)글로벌시스템스,HALCON,2,48,4
(주)글로벌시스템스,HTML5,4,48,8
(주)글로벌시스템스,Haskell,2,48,4
(주)글로벌시스템스,Helm,1,48,2
(주)글로벌시스템스,Java,3,48,6
(주)글로벌시스템스,JavaScript,1,48,2
(주)글로벌시스템스,Jenkins,6,48,12
(주)글로벌시스템스,Jira,2,48,4
(주)글로벌시스템스,Jotai,2,48,4
(주)글로벌시스템스,K8S,2,48,4
(주)글로벌시스템스,Keras,2,48,4
(주)글로벌시스템스,Kubeflow,3,48,6
(주)글로벌시스템스,Kubernetes,2,48,4
(주)글로벌시스템스,Linear,5,48,10
(주)글로벌시스템스,Linux,5,48,10
(주)글로벌시스템스,MATLAB,7,48,14
(주)글로벌시스템스,MCU,2,48,4
(주)글로벌시스템스,MQTT,3,48,6
(주)글로벌시스템스,MSA,1,48,2
(주)글로벌시스템스,MSSQL,1,48,2
(주)글로벌시스템스,MachineLearning,3,48,6
(주)글로벌시스템스,Matplotlib,1,48,2
(주)글로벌시스템스,Microsoft Teams,2,48,4
(주)글로벌시스템스,Miplatform,1,48,2
(주)글로벌시스템스,MongoDB,5,48,10
(주)글로벌시스템스,MySQL,3,48,6
(주)글로벌시스템스,NGINX,1,48,2
(주)글로벌시스템스,NLP,5,48,10
(주)글로벌시스템스,Neo4j,2,48,4
(주)글로벌시스템스,NestJS,2,48,4
(주)글로벌시스템스,NetBeans IDE,3,48,6
(주)글로벌시스템스,Newman,2,48,4
(주)글로벌시스템스,NoSql,2,48,4
(주)글로벌시스템스,Node.js,3,48,6
(주)글로벌시스템스,Notion,3,48,6
(주)글로벌시스템스,NumPy,1,48,2
(주)글로벌시스템스,Nuxt.js,2,48,4
(주)글로벌시스템스,OpenAPI,6,48,12
(주)글로벌시스템스,OpenCV,8,48,16
(주)글로벌시스템스,OpenGL,5,48,10
(주)글로벌시스템스,OpenStack,1,48,2
(주)글로벌시스템스,Orcad,1,48,2
(주)글로벌시스템스,PCB,1,48,2
(주)글로벌시스템스,PHP,2,48,4
(주)글로벌시스템스,Pandas,5,48,10
(주)글로벌시스템스,Perl,1,48,2
(주)글로벌시스템스,PostgreSQL,4,48,8
(주)글로벌시스템스,PyQt,3,48,6
(주)글로벌시스템스,PyTorch,3,48,6
(주)글로벌시스템스,Python,5,48,10
(주)글로벌시스템스,QA,3,48,6
(주)글로벌시스템스,Qt,2,48,4
(주)글로벌시스템스,R,2,48,4
(주)글로벌시스템스,R Language,2,48,4
(주)글로벌시스템스,REST API,4,48,8
(주)글로벌시스템스,ROS,3,48,6
(주)글로벌시스템스,RPA,3,48,6
(주)글로벌시스템스,RTOS,6,48,12
(주)글로벌시스템스,React,3,48,6
(주)글로벌시스템스,React Native,2,48,4
(주)글로벌시스템스,React Query,3,48,6
(주)글로벌시스템스,Redis,2,48,4
(주)글로벌시스템스,Redux,2,48,4
(주)글로벌시스템스,SAP,1,48,2
(주)글로벌시스템스,SCADA,1,48,2
(주)글로벌시스템스,SQL,2,48,4
(주)글로벌시스템스,SW,3,48,6
(주)글로벌시스템스,Scala,2,48,4
(주)글로벌시스템스,Selenium,2,48,4
(주)글로벌시스템스,Semantic UI,2,48,4
(주)글로벌시스템스,Semantic UI React,2,48,4
(주)글로벌시스템스,Shell,1,48,2
(주)글로벌시스템스,Slack,4,48,8
(주)글로벌시스템스,Slim,1,48,2
(주)글로벌시스템스,Solidworks,4,48,8
(주)글로벌시스템스,Spark,2,48,4
(주)글로벌시스템스,Spring,1,48,2
(주)글로벌시스템스,Spring Boot,3,48,6
(주)글로벌시스템스,Spring Data JPA,1,48,2
(주)글로벌시스템스,Spring Framework,4,48,8
(주)글로벌시스템스,SummitDB,4,48,8
(주)글로벌시스템스,Swift,4,48,8
(주)긴트,SAP,1,35,2
(주)글로벌시스템스,Switch,1,48,2
(주)글로벌시스템스,TCP/IP,2,48,4
(주)글로벌시스템스,Tableau,2,48,4
(주)글로벌시스템스,Tailwind CSS,4,48,8
(주)글로벌시스템스,TensorFlow,4,48,8
(주)글로벌시스템스,Timber.io,1,48,2
(주)글로벌시스템스,TortoiseSVN,1,48,2
(주)글로벌시스템스,Transformers,5,48,10
(주)글로벌시스템스,TypeScript,3,48,6
(주)글로벌시스템스,Ubuntu,1,48,2
(주)글로벌시스템스,Utm,4,48,8
(주)글로벌시스템스,VR,2,48,4
(주)글로벌시스템스,Vb.net,1,48,2
(주)글로벌시스템스,Visual C++,1,48,2
(주)글로벌시스템스,Visual Studio,2,48,4
(주)글로벌시스템스,Vue.js,6,48,12
(주)글로벌시스템스,Vulkan,1,48,2
(주)글로벌시스템스,WCF,3,48,6
(주)글로벌시스템스,WPF,3,48,6
(주)글로벌시스템스,WSL,1,48,2
(주)글로벌시스템스,Windows,3,48,6
(주)글로벌시스템스,XML,2,48,4
(주)글로벌시스템스,ZeroMQ,1,48,2
(주)글로벌시스템스,Zustand,1,48,2
(주)글로벌시스템스,gRPC,2,48,4
(주)글로벌시스템스,iOS,4,48,8
(주)글로벌시스템스,jQuery,7,48,14
(주)글로벌시스템스,scikit-learn,1,48,2
(주)글로벌시스템스,yolo,5,48,10
(주)금영제너럴,.NET,1,20,5
(주)금영제너럴,AI/인공지능,2,20,10
(주)금영제너럴,AR,1,20,5
(주)금영제너럴,ARM,2,20,10
(주)금영제너럴,ASIC,1,20,5
(주)금영제너럴,AWS,2,20,10
(주)금영제너럴,AWS Lambda,1,20,5
(주)금영제너럴,AWS WAF,1,20,5
(주)금영제너럴,Amazon API Gateway,1,20,5
(주)금영제너럴,Amazon Athena,1,20,5
(주)금영제너럴,Android OS,1,20,5
(주)금영제너럴,AngularJS,1,20,5
(주)금영제너럴,Apache HTTP Server,2,20,10
(주)금영제너럴,Apache Sling,2,20,10
(주)금영제너럴,Appium,2,20,10
(주)금영제너럴,Autocad,1,20,5
(주)금영제너럴,Azure Application Insights,2,20,10
(주)금영제너럴,Azure DevOps,2,20,10
(주)금영제너럴,Blazor,1,20,5
(주)금영제너럴,Blockchain,1,20,5
(주)금영제너럴,C,1,20,5
(주)금영제너럴,C lang,1,20,5
(주)금영제너럴,C#,1,20,5
(주)금영제너럴,C++,2,20,10
(주)금영제너럴,CISA,2,20,10
(주)금영제너럴,CISSP,2,20,10
(주)금영제너럴,CUDA,2,20,10
(주)금영제너럴,Ccie,1,20,5
(주)금영제너럴,Cloudflare WAF,1,20,5
(주)금영제너럴,Confluence,2,20,10
(주)금영제너럴,Coqui TTS,1,20,5
(주)금영제너럴,DB,3,20,15
(주)금영제너럴,DB2,1,20,5
(주)금영제너럴,Dialogflow,1,20,5
(주)금영제너럴,Docker,2,20,10
(주)금영제너럴,Druid,1,20,5
(주)금영제너럴,EDA,1,20,5
(주)금영제너럴,ERP,1,20,5
(주)금영제너럴,ES6,1,20,5
(주)금영제너럴,Eclipse,2,20,10
(주)금영제너럴,Electron,1,20,5
(주)금영제너럴,Embedded,2,20,10
(주)금영제너럴,Embedded Linux,2,20,10
(주)금영제너럴,FPGA,1,20,5
(주)금영제너럴,FW,4,20,20
(주)금영제너럴,Firebase,1,20,5
(주)금영제너럴,Firewall,3,20,15
(주)금영제너럴,Flask,1,20,5
(주)금영제너럴,Flow,1,20,5
(주)금영제너럴,Flutter,1,20,5
(주)금영제너럴,Flux,4,20,20
(주)금영제너럴,FortiGate NGFW,3,20,15
(주)금영제너럴,GCP,1,20,5
(주)금영제너럴,GUI,2,20,10
(주)금영제너럴,Genesys,1,20,5
(주)금영제너럴,Git,1,20,5
(주)금영제너럴,GitHub,1,20,5
(주)금영제너럴,GoLand,2,20,10
(주)금영제너럴,Google Docs,1,20,5
(주)금영제너럴,Grafana,2,20,10
(주)금영제너럴,HALCON,1,20,5
(주)금영제너럴,HW,2,20,10
(주)금영제너럴,Java,1,20,5
(주)금영제너럴,JavaScript,1,20,5
(주)금영제너럴,Jenkins,1,20,5
(주)금영제너럴,Jira,2,20,10
(주)금영제너럴,K8S,1,20,5
(주)금영제너럴,Kafka,1,20,5
(주)금영제너럴,Kubeflow,1,20,5
(주)금영제너럴,L3,1,20,5
(주)금영제너럴,L4,1,20,5
(주)금영제너럴,LDAP,2,20,10
(주)금영제너럴,Laravel,1,20,5
(주)금영제너럴,Linear,1,20,5
(주)금영제너럴,Linux,1,20,5
(주)금영제너럴,MATLAB,2,20,10
(주)금영제너럴,MCU,1,20,5
(주)금영제너럴,MQTT,3,20,15
(주)금영제너럴,MachineLearning,1,20,5
(주)금영제너럴,Mfc,1,20,5
(주)금영제너럴,Miplatform,1,20,5
(주)금영제너럴,MongoDB,1,20,5
(주)금영제너럴,NGINX,3,20,15
(주)금영제너럴,NLP,1,20,5
(주)금영제너럴,NestJS,1,20,5
(주)금영제너럴,NetBeans IDE,1,20,5
(주)금영제너럴,Network,4,20,20
(주)금영제너럴,Next.js,3,20,15
(주)금영제너럴,NoSql,1,20,5
(주)금영제너럴,Node.js,2,20,10
(주)금영제너럴,OpenCV,1,20,5
(주)금영제너럴,OpenGL,1,20,5
(주)금영제너럴,OpenStack,1,20,5
(주)금영제너럴,Oracle PL/SQL,2,20,10
(주)금영제너럴,Orcad,1,20,5
(주)금영제너럴,PCB,2,20,10
(주)금영제너럴,Pads,1,20,5
(주)금영제너럴,Perl,1,20,5
(주)금영제너럴,PostgreSQL,3,20,15
(주)금영제너럴,Postman,2,20,10
(주)금영제너럴,PyQt,3,20,15
(주)금영제너럴,Python,1,20,5
(주)금영제너럴,QA,1,20,5
(주)금영제너럴,Qt,1,20,5
(주)금영제너럴,RTOS,1,20,5
(주)금영제너럴,React,1,20,5
(주)금영제너럴,React Router,1,20,5
(주)금영제너럴,Router,1,20,5
(주)금영제너럴,SQL,1,20,5
(주)금영제너럴,SQLite,1,20,5
(주)금영제너럴,SW,3,20,15
(주)금영제너럴,Scope,1,20,5
(주)금영제너럴,Selenium,1,20,5
(주)금영제너럴,Shell,1,20,5
(주)금영제너럴,Slack,1,20,5
(주)금영제너럴,SocketCluster,1,20,5
(주)금영제너럴,Spring Boot,1,20,5
(주)금영제너럴,Spring Data JPA,1,20,5
(주)금영제너럴,Spring Framework,1,20,5
(주)금영제너럴,Swift,1,20,5
(주)금영제너럴,TensorFlow,1,20,5
(주)금영제너럴,Transformers,1,20,5
(주)금영제너럴,TypeScript,1,20,5
(주)금영제너럴,Ubuntu,1,20,5
(주)금영제너럴,Utm,1,20,5
(주)금영제너럴,VHDL,3,20,15
(주)금영제너럴,Vb.net,1,20,5
(주)금영제너럴,Verilog,2,20,10
(주)금영제너럴,Visual C++,1,20,5
(주)금영제너럴,WCF,2,20,10
(주)금영제너럴,WPF,1,20,5
(주)금영제너럴,WebAssembly,1,20,5
(주)금영제너럴,WebSocket,1,20,5
(주)금영제너럴,Yocto,3,20,15
(주)금영제너럴,ZeroMQ,1,20,5
(주)금영제너럴,gRPC,2,20,10
(주)금영제너럴,jQuery,1,20,5
(주)금영제너럴,labview,3,20,15
(주)금영제너럴,yolo,1,20,5
(주)긴트,3D Rendering,3,35,8
(주)긴트,AAC,4,35,11
(주)긴트,AI/인공지능,2,35,5
(주)긴트,AIOHTTP,2,35,5
(주)긴트,AR,1,35,2
(주)긴트,ARM,1,35,2
(주)긴트,ASIC,2,35,5
(주)긴트,AWS,4,35,11
(주)긴트,AWS Amplify,1,35,2
(주)긴트,AWS WAF,1,35,2
(주)긴트,AZURE,2,35,5
(주)긴트,Amazon DynamoDB,1,35,2
(주)긴트,Analog,1,35,2
(주)긴트,Android OS,2,35,5
(주)긴트,AngularJS,1,35,2
(주)긴트,Apache HTTP Server,1,35,2
(주)긴트,Apache JMeter,2,35,5
(주)긴트,Appium,1,35,2
(주)긴트,Azure App Service,1,35,2
(주)긴트,Azure DevOps,1,35,2
(주)긴트,Blazor,1,35,2
(주)긴트,Blockchain,3,35,8
(주)긴트,Bootsnap,1,35,2
(주)긴트,C lang,1,35,2
(주)긴트,CISA,4,35,11
(주)긴트,CISSP,3,35,8
(주)긴트,CMake,1,35,2
(주)긴트,CUDA,2,35,5
(주)긴트,Ccie,1,35,2
(주)긴트,Ccna,2,35,5
(주)긴트,Ccnp,5,35,14
(주)긴트,Circuit design,2,35,5
(주)긴트,Cisco,1,35,2
(주)긴트,Cloudflare WAF,1,35,2
(주)긴트,Confluence,2,35,5
(주)긴트,Coroutine,1,35,2
(주)긴트,DB,1,35,2
(주)긴트,DB2,3,35,8
(주)긴트,Debian,4,35,11
(주)긴트,DeepLearning,2,35,5
(주)긴트,Deta Cloud,3,35,8
(주)긴트,DirectX,1,35,2
(주)긴트,Django,1,35,2
(주)긴트,Django REST framework,1,35,2
(주)긴트,EDA,4,35,11
(주)긴트,ES6,3,35,8
(주)긴트,Eclipse,1,35,2
(주)긴트,Embedded,4,35,11
(주)긴트,Embedded Linux,2,35,5
(주)긴트,FFMPEG,1,35,2
(주)긴트,FPGA,7,35,20
(주)긴트,Firebase,1,35,2
(주)긴트,Firewall,1,35,2
(주)긴트,Flow,1,35,2
(주)긴트,Flutter,7,35,20
(주)긴트,Flux,1,35,2
(주)긴트,FortiGate NGFW,1,35,2
(주)긴트,Fusion 360,2,35,5
(주)긴트,GCP,1,35,2
(주)긴트,GNU Bash,2,35,5
(주)긴트,GUI,3,35,8
(주)긴트,Git,3,35,8
(주)긴트,GitHub,3,35,8
(주)긴트,GitLab,2,35,5
(주)긴트,Go,2,35,5
(주)긴트,Golang,1,35,2
(주)긴트,Grafana,2,35,5
(주)긴트,Haskell,1,35,2
(주)긴트,Headless UI,1,35,2
(주)긴트,InfluxDB,1,35,2
(주)긴트,Infra,1,35,2
(주)긴트,JSP,3,35,8
(주)긴트,Java,3,35,8
(주)긴트,JavaScript,1,35,2
(주)긴트,Jira,3,35,8
(주)긴트,JsonAPI,2,35,5
(주)긴트,K8S,1,35,2
(주)긴트,Kafka,1,35,2
(주)긴트,Keras,3,35,8
(주)긴트,Kotlin,4,35,11
(주)긴트,Kubeflow,2,35,5
(주)긴트,Kubernetes,1,35,2
(주)긴트,L2,2,35,5
(주)긴트,L7,1,35,2
(주)긴트,Laravel,3,35,8
(주)긴트,Linux,3,35,8
(주)긴트,MATLAB,5,35,14
(주)긴트,MCU,1,35,2
(주)긴트,MES,5,35,14
(주)긴트,MQTT,1,35,2
(주)긴트,MSA,1,35,2
(주)긴트,MVVM,2,35,5
(주)긴트,MachineLearning,2,35,5
(주)긴트,Mfc,1,35,2
(주)긴트,Microsoft SQL Server,2,35,5
(주)긴트,Miplatform,1,35,2
(주)긴트,MongoDB,1,35,2
(주)긴트,MySQL,1,35,2
(주)긴트,NGINX,3,35,8
(주)긴트,NLP,2,35,5
(주)긴트,NestJS,1,35,2
(주)긴트,Network,1,35,2
(주)긴트,Nexacro,1,35,2
(주)긴트,Next.js,1,35,2
(주)긴트,NoSql,1,35,2
(주)긴트,Node.js,1,35,2
(주)긴트,OpenCV,3,35,8
(주)긴트,OpenGL,2,35,5
(주)긴트,OpenStack,3,35,8
(주)긴트,Oracle,3,35,8
(주)긴트,Oracle PL/SQL,2,35,5
(주)긴트,Orcad,2,35,5
(주)긴트,PCB,1,35,2
(주)긴트,PLC,1,35,2
(주)긴트,Pads,1,35,2
(주)긴트,Perl,2,35,5
(주)긴트,Postman,1,35,2
(주)긴트,Prometheus,1,35,2
(주)긴트,PyQt,1,35,2
(주)긴트,PyTorch,3,35,8
(주)긴트,Python,1,35,2
