employee_id,employee_name,age,gender,location,education,career,job,skills,work_location,hope_salary,timestamp
a00000021,김XX,41세~45세,남자,경상남도 진주시,석박사(예정),12년,웹퍼블리셔,Spring;Java;AWS,"경상남도 진주시, 경상남도 함안군, 경상남도 산청군",4000이상,2025-09-10 05:52:41.669957
a00000022,유XX,26세~30세,남자,충청남도 서산시,석박사(예정),3년,서버/백엔드 개발자,JIRA;Spring Boot;MySQL;PostgreSQL,충청남도,3400~4000,2025-09-10 05:52:41.669957
a00000023,정XX,26세~30세,남자,대구광역시 달서구,대졸(예정),3년,프론트엔드 개발자,HTML;MySQL;Git;Java,"대구광역시, 경상남도",3400~4000,2025-09-10 05:52:41.669957
a00000024,양XX,31세~35세,남자,충청남도 예산군,대졸(예정),4년,인공지능/머신러닝,Git;CUDA;AWS;Tensorflow;GitHub,"충청남도, 대전광역시",4000이상,2025-09-10 05:52:41.669957
a00000025,최XX,41세~45세,남자,경기도 안산시,초대졸(예정),5년,정보보안 담당자,Criminal IP;ISMS-P;Firewall,"경기도, 서울특별시",3400~4000,2025-09-10 05:52:41.669957
a00000026,차XX,31세~35세,여자,인천광역시 미추홀구,대졸(예정),신입,안드로이드 개발자,Android Studio;Git;MVVM;GitHub,인천광역시,3400~4000,2025-09-10 05:52:41.669957
a00000027,박XX,25세이하,남자,인천광역시 서구,대졸(예정),신입,프론트엔드 개발자,React;Git;JavaScript;Java;HTML,"인천광역시 서구, 인천광역시 부평구",3000~3400,2025-09-10 05:52:41.669957
a00000028,임XX,26세~30세,남자,서울특별시 중구,대졸(예정),3년,SW/솔루션,Java;JPA;Spring Framework;Docker;AWS,"서울특별시 중구, 서울특별시 용산구",3400~4000,2025-09-10 05:52:41.669957
a00000029,권XX,25세이하,남자,경기도 하남시,대졸(예정),신입,QA 엔지니어,Android;Confluence;Figma,"경기도, 인천광역시",3000~3400,2025-09-10 05:52:41.669957
a00000030,장XX,46세이상,남자,경상남도 사천시,대졸(예정),5년,SW/솔루션,AWS;Spring Framework;Java,경상남도,4000이상,2025-09-10 05:52:41.669957
a00000031,조XX,26세~30세,남자,경상남도 양산시,대졸(예정),1년,서버/백엔드 개발자,Spring Framework;JPA;PyTorch;AWS;Spring Boot,"경상남도 양산시, 부산광역시 강서구",3400~4000,2025-09-10 05:52:41.669957
a00000032,하XX,36세~40세,남자,인천광역시 중구,대졸(예정),7년,인공지능/머신러닝,AWS;Linux;CUDA;FastAPI,"인천광역시 중구, 인천광역시 연수구, 인천광역시 서구",4000이상,2025-09-10 05:52:41.669957
a00000033,차XX,41세~45세,남자,대구광역시 북구,석박사(예정),19년,인공지능/머신러닝,CUDA;MySQL;Spring Framework,대구광역시,4000이상,2025-09-10 05:52:41.669957
a00000034,임XX,41세~45세,남자,충청북도 청주시,석박사(예정),14년,QA 엔지니어,Notion;Slack;Android;테스트 케이스;Confluence,"충청남도, 충청북도 청주시, 충청북도 증평군",4000이상,2025-09-10 05:52:41.669957
a00000035,전XX,31세~35세,여자,전라남도 장성군,대졸(예정),4년,서버/백엔드 개발자,Nest.js;Node.js;AWS,"전라남도 장성군, 광주광역시 북구",3400~4000,2025-09-10 05:52:41.669957
a00000036,서XX,26세~30세,남자,충청남도 당진시,석박사(예정),4년,정보보안 담당자,ISMS-P;Firewall;Encryption;CISA,"충청남도 당진시, 충청남도 홍성군",3400~4000,2025-09-10 05:52:41.669957
a00000037,권XX,26세~30세,남자,경상남도 창원시,고졸(예정),신입,빅데이터 엔지니어,AWS;RDBMS;Java;Kubernetes,"울산광역시, 경상남도 창원시, 부산광역시 사상구",3000~3400,2025-09-10 05:52:41.669957
a00000038,문XX,26세~30세,남자,경상남도 창원시,석박사(예정),1년,게임 서버 개발자,Kubernetes;SQL;MySQL;PostgreSQL,"경상남도, 울산광역시",3000~3400,2025-09-10 05:52:41.669957
a00000039,나XX,31세~35세,남자,서울특별시 중랑구,대졸(예정),신입,VR/AR/3D,Spatial Interfaces;3D Graphics;3D Modeling;ARKit,"인천광역시, 서울특별시 중랑구, 서울특별시 성동구",면접후결정,2025-09-10 05:52:41.669957
a00000040,심XX,31세~35세,여자,경기도 평택시,초대졸(예정),3년,인공지능/머신러닝,Docker;PyTorch;Linux;Spring Framework;Java,"경기도, 충청남도",3400~4000,2025-09-10 05:52:41.669957
a00000041,한XX,26세~30세,남자,충청북도 충주시,고졸(예정),1년,서버/백엔드 개발자,Spring Boot;MongoDB;AWS;Python,"충청북도 충주시, 충청북도 음성군, 충청북도 증평군",3400~4000,2025-09-10 05:52:41.669957
a00000042,조XX,31세~35세,남자,경기도 화성시,초대졸(예정),6년,HW/임베디드,FPGA;Git;Driver Development;KMDF,"경기도 화성시, 경기도 의왕시",면접후결정,2025-09-10 05:52:41.669957
a00000043,정XX,41세~45세,남자,경기도 부천시,대졸(예정),10년,인공지능/머신러닝,Linux;AWS;FastAPI;Tensorflow,경기도,4000이상,2025-09-10 05:52:41.669957
a00000044,하XX,41세~45세,여자,경상남도 진주시,고졸(예정),15년,devops/시스템 엔지니어,Linux;Docker;Kubernetes,"경상남도 진주시, 경상남도 사천시, 경상남도 의령군",면접후결정,2025-09-10 05:52:41.669957
a00000045,송XX,31세~35세,남자,부산광역시 부산진구,대졸(예정),3년,서버/백엔드 개발자,JIRA;ExpressJS;JavaScript;PyTorch;Git,부산광역시,3400~4000,2025-09-10 05:52:41.669957
a00000046,안XX,31세~35세,남자,인천광역시 미추홀구,대졸(예정),3년,서버/백엔드 개발자,Python;JavaScript;Spring Framework;FastAPI;Nest.js,"인천광역시 미추홀구, 인천광역시 연수구, 인천광역시 부평구",3400~4000,2025-09-10 05:52:41.669957
a00000047,한XX,26세~30세,남자,경기도 화성시,대졸(예정),5년,devops/시스템 엔지니어,Prometheus;Linux;PaaS;Kubernetes;AWS,경기도,면접후결정,2025-09-10 05:52:41.669957
a00000048,우XX,25세이하,여자,경기도 부천시,고졸(예정),신입,프론트엔드 개발자,JavaScript;React;GitHub,"경기도 부천시, 경기도 광명시, 서울특별시 강서구",3000~3400,2025-09-10 05:52:41.669957
a00000049,신XX,25세이하,남자,충청남도 아산시,대졸(예정),신입,devops/시스템 엔지니어,Prometheus;Bash;Grafana,"충청남도, 충청북도",면접후결정,2025-09-10 05:52:41.669957
a00000050,한XX,26세~30세,남자,충청남도 아산시,대졸(예정),2년,정보보안 담당자,Network Security;ISMS;ISO 27001;Cyber Security,충청남도,3400~4000,2025-09-10 05:52:41.669957
a00000051,고XX,26세~30세,남자,경기도 고양시,대졸(예정),신입,프론트엔드 개발자,JavaScript;Java;GitHub;AWS;React,경기도,3000~3400,2025-09-10 05:52:41.669957
a00000052,조XX,26세~30세,남자,경기도 부천시,대졸(예정),신입,정보보안 담당자,Network Security;IPS;Encryption,"경기도 부천시, 서울특별시 강서구",3000~3400,2025-09-10 05:52:41.669957
a00000053,문XX,25세이하,여자,강원특별자치도 춘천시,고졸(예정),신입,QA 엔지니어,Figma;QA 엔지니어링;MySQL;테스트 케이스;JIRA,"서울특별시, 강원특별자치도 춘천시, 경기도 가평군",3000~3400,2025-09-10 05:52:41.669957
a00000054,노XX,26세~30세,남자,경기도 의정부시,대졸(예정),2년,인공지능/머신러닝,Tensorflow;AWS;MySQL,경기도,3400~4000,2025-09-10 05:52:41.669957
a00000055,조XX,25세이하,여자,충청북도 제천시,석박사(예정),1년,프론트엔드 개발자,JavaScript;Git;Java;React;CSS,충청북도,3400~4000,2025-09-10 05:52:41.669957
a00000056,김XX,41세~45세,남자,서울특별시 강남구,석박사(예정),5년,빅데이터 엔지니어,RDBMS;Spring Boot;Kubernetes;Jenkins,서울특별시,3400~4000,2025-09-10 05:52:41.669957
a00000057,배XX,31세~35세,남자,서울특별시 양천구,대졸(예정),8년,서버/백엔드 개발자,AWS;Python;Nest.js,서울특별시,4000이상,2025-09-10 05:52:41.669957
a00000058,배XX,25세이하,남자,경기도 구리시,대졸(예정),신입,빅데이터 엔지니어,NoSQL;RDBMS;Azure,"경기도, 인천광역시",3000~3400,2025-09-10 05:52:41.669957
a00000059,윤XX,31세~35세,남자,충청남도 논산시,초대졸(예정),6년,크로스플랫폼 앱개발자,GitHub;Flutter;MongoDB;Nest.js,"충청남도, 전북특별자치도",4000이상,2025-09-10 05:52:41.669957
a00000060,주XX,25세이하,남자,경기도 화성시,석박사(예정),신입,devops/시스템 엔지니어,Linux;Prometheus;PaaS;GPU,"경기도, 인천광역시",면접후결정,2025-09-10 05:52:41.669957
a00000061,임XX,26세~30세,남자,경기도 고양시,고졸미만,1년,VR/AR/3D,Animation;UX Design;ARKit,경기도,면접후결정,2025-09-10 05:52:41.669957
a00000062,조XX,25세이하,여자,인천광역시 부평구,대졸(예정),신입,SW/솔루션,Git;Docker;React;Java,"인천광역시 부평구, 인천광역시 남동구",3400~4000,2025-09-10 05:52:41.669957
a00000063,조XX,41세~45세,여자,부산광역시 남구,대졸(예정),13년,빅데이터 엔지니어,Java;Spring;AWS;Kubernetes,부산광역시,4000이상,2025-09-10 05:52:41.669957
a00000064,윤XX,31세~35세,남자,충청북도 청주시,고졸(예정),8년,프론트엔드 개발자,React;GitHub;TypeScript;Java;MySQL,"충청북도 청주시, 대전광역시 서구",4000이상,2025-09-10 05:52:41.669957
a00000065,김XX,26세~30세,남자,충청북도 충주시,대졸(예정),1년,HW/임베디드,Microcontrollers;Linux;KiCAD,"충청북도 충주시, 충청북도 증평군",면접후결정,2025-09-10 05:52:41.669957
a00000066,유XX,25세이하,남자,부산광역시 남구,대졸(예정),신입,QA 엔지니어,Android;Notion;MySQL;JIRA;Slack,"경상남도, 부산광역시 남구, 부산광역시 영도구",3000~3400,2025-09-10 05:52:41.669957
a00000067,박XX,36세~40세,남자,서울특별시 송파구,대졸(예정),9년,프론트엔드 개발자,HTML;CSS;GitHub,"서울특별시 송파구, 서울특별시 서초구",4000이상,2025-09-10 05:52:41.669957
a00000068,안XX,31세~35세,남자,전라남도 나주시,석박사(예정),2년,QA 엔지니어,Figma;MySQL;Confluence;Android;Slack,"전라남도, 광주광역시",3000~3400,2025-09-10 05:52:41.669957
a00000069,노XX,31세~35세,남자,경기도 부천시,석박사(예정),2년,QA 엔지니어,MySQL;JIRA;Notion,"인천광역시, 경기도 부천시, 경기도 광명시",3000~3400,2025-09-10 05:52:41.669957
a00000070,남XX,46세이상,남자,광주광역시 서구,석박사(예정),20년 이상,빅데이터 엔지니어,AWS;NoSQL;Spring,"전라남도, 광주광역시 서구, 전라남도 화순군",4000이상,2025-09-10 05:52:41.669957
a00000071,나XX,46세이상,여자,서울특별시 광진구,대졸(예정),19년,안드로이드 개발자,MySQL;Flutter;Android Studio;MongoDB;GitHub,서울특별시,4000이상,2025-09-10 05:52:41.669957
a00000072,곽XX,26세~30세,남자,경기도 고양시,고졸(예정),신입,서버/백엔드 개발자,ExpressJS;JavaScript;Spring Boot;JIRA;Java,"경기도 고양시, 서울특별시 강서구",3000~3400,2025-09-10 05:52:41.669957
a00000073,박XX,46세이상,남자,서울특별시 영등포구,초대졸(예정),11년,서버/백엔드 개발자,Spring Framework;MongoDB;ExpressJS;PyTorch,"서울특별시 영등포구, 서울특별시 마포구, 서울특별시 구로구",4000이상,2025-09-10 05:52:41.669957
a00000074,조XX,46세이상,남자,강원특별자치도 원주시,대졸(예정),7년,웹 풀스택 개발자,Spring Boot;Docker;Git;JavaScript,"경기도, 강원특별자치도 원주시, 강원특별자치도 횡성군",4000이상,2025-09-10 05:52:41.669957
a00000075,송XX,31세~35세,여자,경상북도 상주시,대졸(예정),3년,SW/솔루션,React;Git;MySQL,경상북도,3400~4000,2025-09-10 05:52:41.669957
a00000076,홍XX,25세이하,남자,전북특별자치도 익산시,대졸(예정),신입,웹퍼블리셔,Kubernetes;Jenkins;Spring Boot,"충청남도, 전북특별자치도 익산시, 전북특별자치도 완주군",3000~3400,2025-09-10 05:52:41.669957
a00000077,전XX,26세~30세,남자,대구광역시 달성군,고졸(예정),5년,서버/백엔드 개발자,JavaScript;Java;MySQL,"대구광역시, 경상남도",3400~4000,2025-09-10 05:52:41.669957
a00000078,유XX,26세~30세,남자,경기도 부천시,대졸(예정),3년,프론트엔드 개발자,Git;MySQL;GitHub,"경기도 부천시, 서울특별시 강서구, 인천광역시 계양구",3400~4000,2025-09-10 05:52:41.669957
a00000079,주XX,36세~40세,남자,강원특별자치도 원주시,초대졸(예정),17년,DBA,Oracle;PostgreSQL;Redis;AWS RDS;SQL,강원특별자치도,4000이상,2025-09-10 05:52:41.669957
a00000080,성XX,26세~30세,남자,경기도 수원시,고졸(예정),1년,프론트엔드 개발자,Git;MySQL;HTML;GitHub,"경기도 수원시, 경기도 안양시",3400~4000,2025-09-10 05:52:41.669957
a00000081,송XX,26세~30세,남자,대전광역시 서구,대졸(예정),2년,인공지능/머신러닝,GitHub;Git;Linux,"대전광역시 서구, 대전광역시 유성구",3400~4000,2025-09-10 05:52:41.669957
a00000082,임XX,31세~35세,남자,인천광역시 계양구,대졸(예정),1년,SW/솔루션,React;Git;Docker;GitHub,"인천광역시 계양구, 경기도 김포시",3400~4000,2025-09-10 05:52:41.669957
a00000083,전XX,31세~35세,여자,경기도 파주시,대졸(예정),6년,QA 엔지니어,테스트 케이스;QA 엔지니어링;Notion;Figma,"경기도 파주시, 경기도 연천군",3400~4000,2025-09-10 05:52:41.669957
a00000084,안XX,31세~35세,남자,경기도 부천시,초대졸(예정),4년,안드로이드 개발자,Nest.js;MongoDB;Git,경기도,3400~4000,2025-09-10 05:52:41.669957
a00000085,주XX,46세이상,여자,경상남도 김해시,대졸(예정),20년 이상,기술지원,Bash;Terraform;AWS;Kubernetes,"경상남도 김해시, 부산광역시 부산진구",4000이상,2025-09-10 05:52:41.669957
a00000086,고XX,36세~40세,남자,울산광역시 남구,고졸(예정),5년,devops/시스템 엔지니어,Docker;PaaS;Grafana;Linux;AWS,"울산광역시 남구, 울산광역시 북구, 울산광역시 동구",면접후결정,2025-09-10 05:52:41.669957
a00000087,신XX,26세~30세,남자,광주광역시 북구,초대졸(예정),2년,DBA,MongoDB;Redis;SQL;MariaDB,광주광역시,3400~4000,2025-09-10 05:52:41.669957
a00000088,양XX,26세~30세,남자,경기도 여주시,대졸(예정),1년,빅데이터 엔지니어,Jenkins;RDBMS;Azure,"경기도, 서울특별시",3400~4000,2025-09-10 05:52:41.669957
a00000089,임XX,25세이하,여자,전라남도 여수시,대졸(예정),신입,빅데이터 엔지니어,NoSQL;RDBMS;Spring Boot,"전라남도 여수시, 경상남도 하동군, 전라남도 순천시",3000~3400,2025-09-10 05:52:41.669957
a00000090,민XX,26세~30세,남자,부산광역시 수영구,고졸(예정),신입,iOS 개발자,Swift;Dart;MVVM;일본어,"부산광역시 수영구, 부산광역시 연제구",3400~4000,2025-09-10 05:52:41.669957
a00000091,성XX,46세이상,남자,서울특별시 서초구,대졸(예정),13년,빅데이터 엔지니어,NoSQL;Spring;Kubernetes;Spring Boot,"서울특별시, 경기도",4000이상,2025-09-10 05:52:41.669957
a00000092,주XX,41세~45세,남자,서울특별시 마포구,대졸(예정),2년,서버/백엔드 개발자,Nest.js;Java;Python;PostgreSQL;ExpressJS,"경기도, 서울특별시 마포구, 서울특별시 서대문구",3400~4000,2025-09-10 05:52:41.669957
a00000093,류XX,26세~30세,여자,강원특별자치도 태백시,초대졸(예정),4년,서버/백엔드 개발자,AWS;JavaScript;MongoDB;Spring Boot,강원특별자치도,3400~4000,2025-09-10 05:52:41.669957
a00000094,주XX,46세이상,여자,경상북도 포항시,대졸(예정),5년,devops/시스템 엔지니어,PaaS;Docker;Bash,"경상북도 포항시, 경상북도 영천시",면접후결정,2025-09-10 05:52:41.669957
a00000095,고XX,25세이하,남자,부산광역시 금정구,대졸(예정),신입,서버/백엔드 개발자,Spring Framework;JavaScript;FastAPI;Python;JPA,"경상남도, 부산광역시 금정구, 부산광역시 북구",3000~3400,2025-09-10 05:52:41.669957
a00000096,한XX,31세~35세,남자,경기도 성남시,초대졸(예정),2년,서버/백엔드 개발자,MySQL;FastAPI;TypeScript;AWS,"경기도 성남시, 서울특별시 서초구",3400~4000,2025-09-10 05:52:41.669957
a00000097,문XX,26세~30세,여자,서울특별시 중구,초대졸(예정),3년,서버/백엔드 개발자,AWS;FastAPI;MongoDB;Python,"서울특별시 중구, 서울특별시 성북구",3400~4000,2025-09-10 05:52:41.669957
a00000098,전XX,25세이하,남자,경기도 수원시,대졸(예정),신입,정보보안 담당자,IPS;CISSP;Criminal IP;CISA,"경기도, 인천광역시",3000~3400,2025-09-10 05:52:41.669957
a00000099,손XX,36세~40세,남자,경기도 고양시,대졸(예정),3년,정보보안 담당자,Criminal IP;ISO;CISA;ISO 27001,"경기도 고양시, 서울특별시 마포구, 서울특별시 은평구",3400~4000,2025-09-10 05:52:41.669957
a00000100,백XX,25세이하,여자,부산광역시 연제구,고졸(예정),신입,블록체인,EVM;TON;Golang;Python,"부산광역시 연제구, 부산광역시 동구",면접후결정,2025-09-10 05:52:41.669957
a00000101,우XX,46세이상,남자,경기도 안산시,대졸(예정),20년 이상,프론트엔드 개발자,React;MySQL;JavaScript,"경기도, 인천광역시",4000이상,2025-09-10 05:52:41.669957
a00000102,손XX,26세~30세,남자,경기도 화성시,대졸(예정),신입,프론트엔드 개발자,GitHub;MySQL;AWS,경기도,3000~3400,2025-09-10 05:52:41.669957
a00000103,권XX,26세~30세,남자,경상남도 통영시,석박사(예정),신입,서버/백엔드 개발자,Node.js;MongoDB;Spring Boot,경상남도,3000~3400,2025-09-10 05:52:41.669957
a00000104,차XX,46세이상,여자,대구광역시 동구,대졸(예정),20년 이상,서버/백엔드 개발자,Nest.js;Spring Framework;Docker;PyTorch;Java,대구광역시,4000이상,2025-09-10 05:52:41.669957
a00000105,한XX,26세~30세,남자,서울특별시 관악구,초대졸(예정),신입,프론트엔드 개발자,HTML;AWS;React,"서울특별시 관악구, 서울특별시 구로구",3000~3400,2025-09-10 05:52:41.669957
a00000106,심XX,31세~35세,남자,서울특별시 강동구,대졸(예정),3년,인공지능/머신러닝,AWS;FastAPI;MySQL,서울특별시,3400~4000,2025-09-10 05:52:41.669957
a00000107,전XX,26세~30세,남자,부산광역시 북구,대졸(예정),신입,iOS 개발자,Swift;Restful API;MVVM;Firebase,"부산광역시 북구, 부산광역시 동래구",3400~4000,2025-09-10 05:52:41.669957
a00000108,양XX,25세이하,여자,울산광역시 중구,대졸(예정),1년,SW/솔루션,Docker;Git;JPA;React;Java,"울산광역시, 대구광역시",3400~4000,2025-09-10 05:52:41.669957
a00000109,정XX,31세~35세,여자,서울특별시 강서구,초대졸(예정),신입,프론트엔드 개발자,CSS;JavaScript;React,"서울특별시 강서구, 서울특별시 구로구",3000~3400,2025-09-10 05:52:41.669957
a00000110,구XX,31세~35세,남자,충청북도 청주시,대졸(예정),9년,웹퍼블리셔,AWS;Java;NoSQL,충청북도,4000이상,2025-09-10 05:52:41.669957
a00000111,윤XX,26세~30세,남자,강원특별자치도 춘천시,대졸(예정),신입,안드로이드 개발자,Kotlin;Nest.js;Flutter;MySQL,"강원특별자치도 춘천시, 강원특별자치도 인제군, 강원특별자치도 홍천군",3400~4000,2025-09-10 05:52:41.669957
a00000112,손XX,26세~30세,남자,대구광역시 달성군,대졸(예정),3년,서버/백엔드 개발자,Spring Framework;MySQL;PostgreSQL;Java,"대구광역시, 경상남도",3400~4000,2025-09-10 05:52:41.669957
a00000113,조XX,46세이상,여자,부산광역시 부산진구,대졸(예정),20년 이상,DBA,Azure SQL;MariaDB;MySQL;MongoDB;Terraform,"울산광역시, 부산광역시 부산진구, 부산광역시 연제구",4000이상,2025-09-10 05:52:41.669957
a00000114,안XX,41세~45세,남자,서울특별시 구로구,초대졸(예정),7년,게임 클라이언트 개발자,Confluence;Next.js;C#,"서울특별시 구로구, 서울특별시 동작구",4000이상,2025-09-10 05:52:41.669957
a00000115,임XX,26세~30세,남자,제주특별자치도 제주시,대졸(예정),3년,빅데이터 엔지니어,NoSQL;Jenkins;Java,"광주광역시, 제주특별자치도 제주시, 전라남도 완도군",3400~4000,2025-09-10 05:52:41.669957
a00000116,조XX,36세~40세,남자,대전광역시 중구,대졸(예정),신입,devops/시스템 엔지니어,Kubernetes;FastAPI;AWS,"충청북도, 대전광역시 중구, 충청북도 옥천군",면접후결정,2025-09-10 05:52:41.669957
a00000117,김XX,46세이상,남자,경기도 구리시,대졸(예정),16년,프론트엔드 개발자,JavaScript;HTML;MySQL;TypeScript,"경기도 구리시, 경기도 하남시",4000이상,2025-09-10 05:52:41.669957
a00000118,전XX,26세~30세,남자,충청북도 음성군,대졸(예정),2년,DBA,Azure SQL;PostgreSQL;MySQL,"충청북도 음성군, 경기도 안성시, 충청북도 진천군",3400~4000,2025-09-10 05:52:41.669957
a00000119,홍XX,36세~40세,여자,경기도 안양시,대졸(예정),6년,프론트엔드 개발자,CSS;AWS;Git,"서울특별시, 경기도 안양시, 경기도 군포시",4000이상,2025-09-10 05:52:41.669957
a00000120,허XX,25세이하,남자,전북특별자치도 군산시,초대졸(예정),1년,서버/백엔드 개발자,Spring Boot;AWS;TypeScript,"전북특별자치도 군산시, 전북특별자치도 부안군, 충청남도 부여군",3400~4000,2025-09-10 05:52:41.669957
a00000121,송XX,26세~30세,여자,경상남도 창원시,대졸(예정),3년,QA 엔지니어,Notion;SQL;테스트 케이스;MySQL;Android,"경상남도, 부산광역시",3400~4000,2025-09-10 05:52:41.669957
a00000122,송XX,41세~45세,여자,전라남도 광양시,대졸(예정),5년,HW/임베디드,Microcontrollers;C;I2C;PADS,"전라남도, 경상남도",면접후결정,2025-09-10 05:52:41.669957
a00000123,구XX,46세이상,남자,경기도 화성시,대졸(예정),17년,기술지원,Bash;Terraform;Prometheus;Grafana;AWS,"경기도 화성시, 경기도 군포시, 경기도 시흥시",4000이상,2025-09-10 05:52:41.669957
a00000124,임XX,36세~40세,남자,경기도 고양시,대졸(예정),2년,HW/임베디드,KMDF;Driver Development;SPI,"경기도, 서울특별시",면접후결정,2025-09-10 05:52:41.669957
a00000125,조XX,26세~30세,남자,경기도 부천시,고졸(예정),신입,devops/시스템 엔지니어,Kubernetes;FastAPI;AWS;Prometheus,"경기도, 인천광역시",면접후결정,2025-09-10 05:52:41.669957
a00000126,허XX,31세~35세,여자,광주광역시 북구,초대졸(예정),3년,빅데이터 엔지니어,RDBMS;Kubernetes;Docker;Spring,"광주광역시, 전북특별자치도",3400~4000,2025-09-10 05:52:41.669957
a00000127,성XX,31세~35세,여자,경기도 수원시,대졸(예정),5년,HW/임베디드,C;PADS;C++;UART,"인천광역시, 경기도 수원시, 경기도 안양시",면접후결정,2025-09-10 05:52:41.669957
a00000128,이XX,31세~35세,남자,서울특별시 마포구,대졸(예정),4년,안드로이드 개발자,Nest.js;MySQL;Android Studio;Git,"서울특별시 마포구, 서울특별시 은평구",3400~4000,2025-09-10 05:52:41.669957
a00000129,차XX,26세~30세,남자,경기도 화성시,초대졸(예정),2년,인공지능/머신러닝,FastAPI;Linux;Spring Framework,"서울특별시, 경기도 화성시, 경기도 의왕시",3400~4000,2025-09-10 05:52:41.669957
a00000130,문XX,26세~30세,남자,경기도 파주시,대졸(예정),신입,DBA,PostgreSQL;AWS RDS;Oracle;MySQL;Redis,경기도,3000~3400,2025-09-10 05:52:41.669957
